YEQ1qFo2ML5QrNcTrdqTZA_,11189.0,-715.0,-0.5999284386634827,2.6687450408935547,-0.8617364168167114,0.6230761408805847,-2.058748722076416
YEQ1qFo2ML5QrNcTrdqTZA_,9199.0,-835.0,-2.084522247314453,4.933864116668701,-0.9274964332580566,0.05662715435028076,-2.0128986835479736
YEQ1qFo2ML5QrNcTrdqTZA_,11474.0,-647.0,-1.3402843475341797,3.1791224479675293,-0.9154053926467896,0.7982962727546692,-1.9912575483322144
RFCzGszut2Gi0vOKKtj-HA_,8123.0,-643.0,-1.729518175125122,3.812121629714966,-1.526140809059143,1.4437838792800903,-2.2693514823913574
1J1e05oq_iG3IC-DrU63cA_,11287.0,-260.0,-2.9168548583984375,2.46158766746521,3.207850933074951,-2.7955615520477295,-0.21721294522285461
I-T7O_u8_fwPtRJpSmIWOg_,4667.0,-1521.0,-2.776526689529419,8.013147354125977,-2.614417791366577,-1.6637252569198608,-2.1678202152252197
03VrFsy8aH2dm6BZmGgZjQ_,12843.0,-330.0,-0.9174063205718994,3.586632490158081,-1.6338478326797485,0.03619062900543213,-1.3783758878707886
ViFP9jyAqIaOxhTtpZn_yA_,40.0,-1393.0,-2.111506223678589,1.7763222455978394,5.596780776977539,-1.8670783042907715,-3.462550163269043
ViFP9jyAqIaOxhTtpZn_yA_,11397.0,-1082.0,-1.71868896484375,5.846219062805176,-1.9999207258224487,-0.33872950077056885,-1.8463890552520752
oct_4bE1gBt6UbZKvDdobA_,11490.0,-428.0,-1.4048535823822021,2.7741737365722656,0.25075995922088623,0.17971497774124146,-2.146111011505127
oct_4bE1gBt6UbZKvDdobA_,11659.0,-522.0,-1.6074835062026978,2.351163148880005,1.1927781105041504,-0.21443653106689453,-2.170003652572632
oct_4bE1gBt6UbZKvDdobA_,8887.0,-469.0,-1.5249415636062622,4.01067590713501,-1.9702057838439941,-0.2238152027130127,-0.24068480730056763
AX2Faxr7FqLESJXPqn9BjQ_,1608.0,-606.0,0.4254908561706543,-0.241141676902771,-1.3462308645248413,1.1479061841964722,-0.25623881816864014
FRRV-LsLYw2qY0qkminlIQ_,12131.0,-353.0,0.09016889333724976,2.750717878341675,-3.036470651626587,0.9676854014396667,-0.7142781615257263
FRRV-LsLYw2qY0qkminlIQ_,8464.0,-851.0,-0.02829509973526001,1.182605266571045,0.6389878988265991,-1.7824618816375732,-0.046456605195999146
8wek0ptu_ME-Ii0mv-aEkA_,1373.0,-615.0,-1.0537147521972656,1.6244807243347168,0.0055040717124938965,-0.8880261182785034,0.2866336703300476
5L4g__lEThduMf5g8xREUw_,8086.0,-801.0,-1.8533148765563965,4.843006610870361,-1.5272520780563354,-0.16100174188613892,-1.4994142055511475
xiLTI-YZXaFKyhXzx-FIIw_,3862.0,-786.0,-0.6894065737724304,0.7321665287017822,-0.7977564334869385,0.5560308694839478,-0.5167615413665771
9C85ZkFtoYH5fjSdgX5mnw_,1576.0,-200.0,-2.3156371116638184,2.4874117374420166,2.7300190925598145,0.3319370746612549,-3.2372350692749023
U8kYn6UaTPpDJEAAfH6S6g_,543.0,-293.0,-1.013867974281311,2.9025967121124268,-0.7593868374824524,1.3520495891571045,-2.7474231719970703
KfoIn9nzoHmQ9FkDV5vSFQ_,9601.0,-54.0,-2.3108644485473633,5.334172248840332,-0.10354486107826233,-2.0253920555114746,-1.1697996854782104
9eFpe2DikIfKiyO-ASA8tQ_,13015.0,-610.0,-1.2810115814208984,3.9773857593536377,-0.795586884021759,0.7568315267562866,-2.743790864944458
TVZAJVwmzxB6MHOnX9GCYg_,9743.0,-691.0,-2.954453945159912,6.871140003204346,-1.1931147575378418,-0.9177567362785339,-1.9527027606964111
bAOcdpKrkBrYs3UgqD5KIg_,4291.0,-454.0,-0.9857537746429443,3.418233871459961,-1.5811916589736938,0.1848052740097046,-1.2292033433914185
